"Year","PWA_PM25","Dataset","Pollutant"
2009,12.2196192284116,"NACR","PM25"
2010,12.7860337863286,"NACR","PM25"
2011,11.478252537638,"NACR","PM25"
2012,9.82616641089178,"NACR","PM25"
2013,9.667993769002,"NACR","PM25"
2014,9.74178899888511,"NACR","PM25"
2015,8.5339212196215,"NACR","PM25"
